time_ms,curve_1,curve_2,curve_3,curve_4,curve_5,curve_6,curve_7,curve_8,curve_9,curve_10
636,-203.6791432325992,-430.3182450956558,-592.3250467810543,-535.5409320322311,-585.3625879247197,-411.4466879351034,-363.48013719013727,-363.55146211286666,-380.95756897732053,-462.4673959424995
637,-209.47547576167364,-431.79770178385127,-592.2659240851934,-532.7979947532501,-589.15203092148,-409.26434311478033,-366.94191720925625,-362.5083808237762,-382.4595870966995,-466.0715092643679
638,-214.67407507049867,-432.23226508500704,-591.4204956792834,-529.6566044181769,-594.3954166445747,-407.9165501280631,-371.60839426807723,-362.7741285275638,-384.5860019129654,-469.3554324407186
639,-218.4104701093474,-433.5139101051225,-590.0608595204122,-524.9939084165586,-598.5530500947227,-406.33051304791155,-375.5977350833226,-361.48855210902684,-388.8560109918745,-473.58000869666444
640,-221.121614992341,-433.66990336852314,-588.0554698531676,-519.6249839667897,-603.2443585380142,-405.4851106101573,-378.33576514457087,-359.52044294202176,-394.89036181766517,-477.3562406866813
641,-223.89601331986344,-434.65368385054524,-584.1896232621809,-514.8941702973451,-607.470436380698,-405.37540681847327,-380.63869140574565,-357.30230068411475,-401.47177287627346,-479.316713355836
642,-226.3667510652711,-435.3308924374797,-580.6823681475154,-508.930614692268,-611.8928518642447,-405.5402165775354,-381.7781605360517,-356.1492298416004,-407.3325691094846,-479.3072455102613
643,-228.86409157756339,-436.9245499250857,-576.3243324610859,-503.8177732097218,-615.6567682457506,-405.24273514762024,-382.76945095690235,-353.29915031517737,-414.2605749170199,-479.4859944486968
644,-231.89286876377724,-439.0279454418838,-571.4321954950511,-497.72417913498094,-619.3591328640433,-405.30476855967197,-382.787477377715,-351.3307877617516,-421.500971077847,-480.056467633895
645,-233.7960343110653,-441.82833750392547,-566.0886277671154,-490.29957577433464,-622.0276697816007,-405.7260830696067,-382.5117929039802,-349.97660920524885,-429.5528384623035,-480.4331557871543
646,-234.94847643958013,-444.49227664687294,-560.1821241664709,-484.3743246756069,-625.8404983018954,-406.7909648342332,-381.0286907394269,-347.3564158178813,-436.6473714812993,-481.26673228967155
647,-235.6413399484751,-447.76825708245735,-554.233830310509,-478.46950884825617,-628.2298201344187,-409.4824861377477,-380.67922262467073,-344.5698213353209,-444.2924424917373,-481.4470391660283
648,-235.9733338439661,-450.6533271530666,-548.0222394858918,-472.3564828095176,-630.8046219215919,-412.7528208787362,-380.36067988590656,-342.43941597494666,-452.55846334625096,-480.0607865560633
649,-235.9250991713808,-453.6185250692728,-541.7213546553015,-466.69003370452015,-634.2733452976743,-415.56106894924574,-380.87236120826645,-339.7089179633909,-459.3679869720594,-478.4656771374007
650,-234.66436101926337,-458.31273613023893,-534.8607198097286,-461.3798305458806,-635.0505379046132,-418.4395889972092,-381.21408306091433,-335.93753272499305,-464.9085572137115,-477.92408557523555
651,-233.86434697851888,-461.9549853176593,-527.9587788426442,-456.33649699462546,-635.7581311409318,-419.9306455655145,-381.76079460548596,-331.5749196634269,-471.0181338639944,-476.5370298910674
652,-233.2670035699504,-466.27969732682686,-522.428364246365,-452.5593467450235,-634.5467213646164,-421.02856897632006,-380.92804496209374,-327.84635118837747,-475.63796565585557,-474.6462060899942
653,-232.04395982035285,-470.21358283815994,-516.7610201869674,-448.7527829797091,-632.9537138931096,-421.3817219248085,-379.995989355015,-325.3313030984371,-478.5624380508871,-473.3642335683002
654,-231.12116487796197,-475.84177824379174,-511.00748502971635,-446.661370952292,-632.3770248273489,-421.1294263167293,-378.6498929536587,-320.9604576130229,-480.8973348810451,-470.29625452403656
655,-230.1109979430349,-481.01401639538255,-504.6536948660322,-446.1926086161368,-633.0865072527733,-419.9970860780023,-377.7675886676975,-315.9431349872354,-481.80436438453876,-467.18707036039746
656,-228.4709974774664,-485.82564764028047,-497.2662578526969,-445.3418807273813,-632.6944895950335,-418.9432373752483,-376.01274241401615,-311.2912448487783,-482.9335221181146,-464.62227070139744
657,-227.35863691479628,-491.4678009834895,-489.4593236513906,-445.364643975201,-632.5940355578958,-418.47698229436435,-373.99675631266564,-306.99235708619887,-483.31059568612744,-462.3052514739918
658,-228.06906996844054,-496.7595991180468,-482.85012208230535,-445.2262239121851,-631.4444795139358,-416.4149193696056,-371.7404921170127,-303.2400963338364,-482.230008414574,-460.2639183778199
659,-229.01395450234276,-501.9935014471636,-475.79721661805513,-444.0112007723517,-629.6031018817641,-413.7125914195383,-369.99927024859073,-299.30960392794236,-480.58234141369434,-459.8779972821399
660,-230.7395370865634,-506.88902136120754,-469.3837866473875,-443.2224698364126,-627.618486674971,-410.5877280562388,-367.76796089606063,-295.47922436628846,-478.4317937521775,-458.47358506829727
661,-231.05609622325076,-511.65295007567374,-462.85247956813726,-441.57116177950945,-626.7309773841057,-409.0884552199993,-366.69106839093126,-292.0078752523716,-476.364108284141,-456.8393115860746
662,-231.97516703973366,-515.6897496706267,-455.8206724649085,-440.0544604181133,-626.3195353108665,-406.89551896527473,-365.20979327876717,-288.7780164710934,-473.39039116994724,-455.7679424039805
663,-233.88150109291144,-519.7121257440535,-451.38412486747217,-439.0395197626894,-624.7270262620139,-405.0318840030184,-364.6659461434412,-285.4171794304046,-469.68447356163915,-455.0554101697344
664,-235.02251626035587,-524.0212669844502,-448.15686954472676,-437.1342956633749,-624.4777122832897,-403.4359564340671,-365.31213465471814,-281.9851353406313,-465.7014542523753,-454.2993204819121
665,-237.74592598515378,-527.9543664213213,-445.52428570372143,-435.92644250568264,-623.2166468521468,-401.0160998990898,-365.5207621336736,-280.4241282497603,-462.2278435623257,-454.452641623897
666,-239.50213133192472,-531.7335090336916,-443.1412305121558,-435.7267586650335,-623.6759673693567,-400.01836671383006,-367.5196604596066,-278.04660742580535,-458.3723014901751,-454.34697180115757
667,-240.80379729293008,-534.9199031188571,-441.8360870473261,-434.3248587219392,-624.2827825054458,-399.5879299698374,-369.0804000408958,-274.6061711662895,-454.16537646930016,-455.8681052570268
668,-242.46211521889984,-538.6832546582195,-441.10490673744465,-432.40986573562145,-626.5394014865848,-399.4130353053132,-372.6763874222459,-271.46434253767933,-449.74810177627796,-457.001814216194
669,-244.81820939463066,-542.2179376380255,-440.52068256668787,-430.42535840139647,-628.9049965317064,-398.91233786645483,-376.2395358261863,-267.0942332350386,-445.60855659095625,-459.3025574161831
670,-246.81497868189467,-543.715853498083,-439.88749618789717,-428.39139605517136,-631.1735631984127,-398.89733643240885,-380.8224132922455,-262.6632505043786,-441.71746465707736,-460.0275222061304
671,-249.32765662843175,-545.8823750109843,-437.95049900464664,-426.8247595657737,-633.8307893768412,-399.3606022091103,-385.9551138611646,-258.9476410412739,-438.17087242430443,-461.0490614435581
672,-252.28409922999865,-548.0451784774739,-437.2761984643218,-424.84800544573415,-636.1614007361679,-400.58933124617295,-391.8894849002525,-255.72007152462572,-433.7772469911905,-462.6473849961343
673,-256.206334083202,-549.7868296663836,-436.4267342723345,-424.39110556435514,-638.7689613004328,-401.5606029059475,-397.89034563916385,-251.66373183295687,-429.8199292105887,-464.9714041636434
674,-260.29445241706384,-550.6635355904955,-435.9719933002684,-423.43317138270817,-642.3971959049435,-403.79200549230444,-403.50937412599546,-248.92991457534708,-426.8294872600628,-466.8331557005843
675,-263.283256420235,-551.4655486884965,-435.89665817941375,-422.1253154526377,-645.8867501736615,-405.67196052605937,-408.10875811874166,-247.242339861769,-423.6984831492563,-468.44406863026114
676,-265.7776664717238,-551.3552654384897,-435.9051850506736,-419.59457328409485,-649.1015873244146,-406.5046772181664,-413.89359108620425,-244.95795291807573,-419.970699202954,-468.9273846047282
677,-267.87271180295033,-551.5549632128192,-436.1813724807769,-416.82260572023733,-652.4832443068425,-407.93703709377945,-419.68081543688174,-243.64256410603224,-418.73613975000495,-469.87176097956285
678,-268.84631387710357,-551.5889136370713,-435.25202436420545,-413.7553965610225,-655.381495199702,-409.7428119682282,-425.24044678090456,-243.24649908144642,-417.40745700964317,-469.59825551755165
679,-269.09935275923795,-550.5028548868898,-434.97704526431914,-411.82438679384734,-657.2714274105473,-411.3591969385983,-429.41856879646076,-241.96190905294355,-414.8239052792531,-469.7088240892232
680,-269.63376885285334,-550.7926415854826,-434.75603358691336,-409.36460370625326,-658.0263618792928,-413.64757291069986,-432.49512302075203,-239.99690294520173,-412.73514753847223,-470.4314253705112
681,-272.00693181682186,-550.7304309368135,-435.1082562709848,-407.5892446752796,-658.4962944166775,-414.7366531341951,-436.487366770024,-238.64526399205548,-410.4019363351798,-470.4992337451297
682,-272.8908750486558,-551.497841607414,-435.65743268479065,-405.31714777648006,-657.6843116846919,-414.7926911549169,-438.1598622275372,-238.1387479550463,-409.1555193094109,-469.11507875188795
683,-273.64809351491124,-551.9948280814674,-435.15255860202353,-403.7405826361872,-656.7828217321581,-415.1822950900669,-440.01426962908187,-236.83832347427227,-409.0864655122038,-466.86281583185314
684,-275.47401884569206,-552.1581444440756,-434.77024093436756,-404.9837577695453,-656.1863547504437,-414.66103939506627,-440.9552648958848,-234.9738275999067,-409.80818900391637,-464.78142357029725
685,-278.09689958898423,-551.8889798255892,-434.63636866954965,-405.5604083485861,-654.9901432823149,-414.40808583833564,-441.654769933264,-234.5447744519934,-411.9623412210885,-464.22777023768697
686,-280.75283819591857,-551.7493713679928,-433.79424034354264,-407.3496685436476,-653.8021385874567,-414.3956798426644,-442.69016010678024,-234.45841312665863,-414.44729472736356,-464.40175093675987
687,-283.0676851175578,-552.4359719964225,-435.04288706913127,-408.7640820278569,-652.377805601874,-413.8348533566132,-442.88720467039826,-234.7578280160953,-416.61012363649417,-464.50443366859713
688,-285.09178382327326,-552.7855417103017,-436.18394815336137,-409.21660718464545,-651.504925571696,-414.56022741720267,-442.2825855528261,-235.64849599997737,-418.2335464407264,-463.14727691603196
689,-287.83509565843684,-553.979619777202,-436.38671379369305,-409.1569929372512,-650.4314007664026,-415.6055609223177,-440.47663138010955,-236.95490811834003,-419.1739943320976,-461.1352890144638
690,-290.05626035523596,-554.9034562508635,-438.0989681338403,-408.51639122667893,-650.1119100790969,-417.1431037945653,-437.0999775378974,-238.52513810732387,-420.6892108280775,-458.8586000950572
691,-292.08720029928133,-556.12845298554,-439.82136097194837,-407.75985098085243,-650.2978257932788,-418.35167645243246,-433.8008532834682,-240.38138960526555,-420.83528002248596,-455.88366710681464
692,-294.3220597091796,-555.9864250686376,-442.6707537217842,-408.24955767246684,-649.5989211705239,-418.0750390820384,-430.3433036049231,-242.9189785159836,-421.6125323864314,-453.6631220634496
693,-296.41203028980374,-557.222009264085,-445.8031480704747,-408.5871931912407,-647.8797708132241,-418.07037792861894,-426.8880295818661,-243.9225720170473,-423.0701058858411,-451.86594577173605
694,-298.1917832434446,-558.9076714256228,-448.2905500809773,-407.3738127571388,-647.0757876613756,-418.3620294949088,-422.8412788188098,-245.24116341417772,-424.72099248551166,-450.75989134657283
695,-301.36360577789503,-559.2753086034978,-450.10219621466626,-406.1031277448533,-646.1696641151864,-419.40078094232854,-420.4577790060097,-248.13522347566837,-426.0755619025941,-450.77004606971906
696,-303.7101438659037,-559.2496519276741,-452.18442383149625,-405.48858024964784,-645.9719642575077,-421.27963906181884,-418.48803061753483,-249.9974276324769,-426.4466878969442,-451.21177430435574
697,-306.8893640956641,-559.655755419345,-452.93913545623894,-404.23026713619663,-645.1406417986088,-422.3763116115823,-416.904645056511,-252.0766950066864,-425.94042403977215,-452.23364097075824
698,-309.78962302807423,-560.1629231113657,-453.2749868823772,-402.61190262635887,-645.1631330537703,-423.2743131131256,-417.1834382307331,-253.46048299969036,-424.9711839609172,-452.75378107641546
699,-312.3976436528947,-559.8003991903803,-452.59714480792854,-401.14760253056284,-643.8045992727722,-425.49324176959186,-416.79266694237265,-255.49030019357053,-423.9977600766235,-452.55763887671094
700,-314.3605906747912,-560.2399671588281,-451.8305073364657,-400.6513530649663,-642.492764255392,-427.53504963003815,-416.5941757041226,-258.2035910793144,-422.0390601284945,-452.7067048958833
701,-316.40335534129946,-561.3123949477715,-451.4483053844211,-400.16275226333283,-641.511400312698,-429.946202972943,-416.54813122483756,-260.7145596508519,-419.7563106438255,-453.3657577409362
702,-318.2588281128115,-562.5904982283504,-452.7370230346918,-398.54247098268684,-641.2878815215349,-432.26474903708436,-417.0098246107124,-263.2978113546158,-416.6593153709832,-453.6146521762867
703,-321.089665940888,-564.1359197129262,-453.2816530022597,-397.4913293495347,-642.474407955744,-432.95161920294174,-416.9445447676017,-265.23402300494024,-414.3068442658625,-453.77873282248726
704,-322.2960798058737,-565.703832164781,-454.06081188539963,-395.7221829026561,-643.7275739112796,-433.43590878088594,-416.3886025503939,-268.48897314709546,-412.15527682012896,-453.35135838375123
705,-322.5640817111468,-568.726688795994,-454.6771724135394,-391.70373423402435,-644.1748925260981,-433.452115086882,-414.42646288257816,-271.05994516769965,-409.21116629167153,-453.4752515393294
706,-322.125840726777,-570.4169995362807,-454.55448983949157,-388.67726786475356,-644.3725517634512,-434.63423673800185,-413.9500130381998,-272.8309569449332,-405.77647235428253,-452.0777936737332
707,-321.8106043923849,-573.1733961056118,-454.74391967800113,-386.3352299545257,-644.2492597678794,-436.74141294414824,-412.5845953447125,-274.84046230866835,-403.4661831412624,-451.27419234356574
708,-320.38712060862787,-575.513365945408,-455.9083221404684,-384.3248075914333,-643.449256821621,-439.3849491867833,-411.39423289790307,-275.32205518654365,-400.14599377139695,-449.4049490741217
709,-318.66308470685476,-576.9460661179785,-456.2194667909309,-383.6663949524473,-642.968573534702,-440.84203729270814,-411.1197669877493,-274.26414518850885,-396.62652089105745,-447.8880222861439
710,-318.46537852518884,-580.1220123853433,-456.758804681665,-382.81298566750525,-641.6847604640705,-441.0510054701681,-412.3072710187194,-273.2733876683593,-393.7219123951853,-446.0281973207418
711,-317.57526644591997,-582.8511969917507,-458.44993539561654,-382.560362329015,-638.9350073636372,-441.8580834340816,-414.890779745647,-274.4248376077432,-390.0870403159533,-442.53817392284446
712,-316.05203827685494,-585.535025252686,-458.99071354592166,-382.53066464720894,-635.5802644560748,-442.0690252004063,-415.3337166950925,-275.6295190264847,-387.624683256567,-437.8481788250188
713,-316.4565634699238,-587.2601497409656,-458.7091978879845,-384.13591893730535,-631.309518646953,-443.5035860873097,-417.4413746568589,-277.3686251761442,-384.03367832500413,-433.44564247072924
714,-316.30343837023713,-588.324027448202,-458.4705369620206,-386.0376409541467,-627.729415259613,-445.4413264307086,-419.7888766323486,-279.0630190121234,-379.6216502688975,-428.78465048191975
715,-315.86385268511805,-589.2402668541689,-457.73170962394784,-388.6699879325428,-623.2304110881137,-448.1411374104746,-422.3480983282202,-280.80236976281265,-376.31810311431695,-424.1900382576938
716,-314.40917318395185,-590.5343080977921,-457.6955317368489,-392.0939217487797,-618.6416609003319,-450.3085663162167,-425.54606397134506,-281.8125386583305,-373.30473520680533,-418.2138331382174
717,-312.58449922258103,-592.7172805258509,-458.9832272120842,-392.8133973803951,-613.7719234262903,-452.42409872705684,-426.16787645112197,-281.8040751233787,-370.55706507311316,-412.0757613329985
718,-310.65650866786325,-594.3894705829805,-458.45113677489644,-394.7878897676685,-609.3974912118957,-456.1174116150745,-425.9117536234239,-281.05494818921943,-367.2739041657044,-406.13105353068084
719,-308.358714351044,-594.6872233480132,-458.3236200936887,-396.52780853623165,-605.6971934663018,-458.9738130272909,-425.1732104806384,-279.5959431345729,-363.16124011562323,-402.073938723212
720,-304.6038170899269,-595.1163368772568,-459.27511512250084,-397.8306604331496,-602.5898368678198,-461.1880662048237,-424.46347707741944,-277.4356710815353,-361.1971037410476,-398.81945646683164
721,-302.1432335994686,-595.9207805151187,-458.263561754128,-399.25954409198715,-599.7031938338577,-463.0146446899612,-423.76245878105834,-274.96894040979305,-359.9113956832643,-394.986107446096
722,-299.04625295309165,-596.3711274748185,-457.73212424830456,-400.81872366679943,-597.5647812101074,-465.3991922672646,-423.39516512952116,-271.57241704595907,-360.5999921157234,-393.1799344866269
723,-296.1112702861049,-597.3776014348523,-457.3702384982507,-401.4906857915133,-595.2461575489798,-468.59491885895915,-422.33982524928746,-268.2726248449075,-360.8297582955462,-391.61853850789083
724,-292.26869489121884,-598.5700552782395,-456.2390383412906,-402.68965011662834,-592.6930725323979,-471.8214348030622,-422.9951194198738,-267.04071151728147,-360.62067256079683,-390.5830224760233
725,-289.34641004477436,-599.9030021131729,-455.07832578920437,-404.1946369127752,-590.7125288439495,-474.31341147389116,-425.07297532123613,-265.3788600628751,-360.6017491848544,-390.6247471792525
726,-286.23887518103874,-602.4788024198582,-454.1717700302219,-406.13905406742776,-590.6023788903763,-476.4951633808446,-425.7877480453117,-264.27053962190877,-359.71677993471644,-391.6663325793965
727,-283.32932280678006,-605.0455233380109,-452.61080030801605,-407.9031909982974,-590.6416723885718,-479.03878088937677,-427.3813424990901,-263.5697637984081,-359.259666437144,-392.5205767427257
728,-279.3285392745859,-606.901105647004,-452.05098874034184,-409.00895345942456,-591.0253313791876,-481.4950101790614,-428.72580734335804,-261.3907210750833,-358.5472573167841,-393.3999356065326
729,-276.95978295877217,-608.6118622164583,-450.8989297995249,-409.74727200661084,-590.8146698195023,-483.4165141839158,-429.8157669995873,-261.39111186793644,-358.4304332990338,-393.9312352857616
730,-274.5363090254629,-609.9776427182517,-450.9046829619649,-411.0298482767337,-591.213379592812,-485.75393587950697,-430.1336917855009,-260.2730909760867,-357.4697254813007,-395.3864762415855
731,-272.49271905942226,-611.682391234413,-450.2679322602917,-410.56434551656366,-592.2335890717721,-488.0363343905351,-430.98097274053987,-259.1592983886271,-358.09545865848935,-396.46862317751925
732,-270.32630881283313,-614.7860004443353,-449.182465268675,-409.12111600061417,-593.8562577754942,-488.65334625165127,-431.9753223874037,-257.55724842952344,-360.0310509031123,-397.44713983275426
733,-268.9640711384773,-617.9453164629081,-448.2450871749598,-408.4169684292813,-595.4394883575972,-488.6738265119227,-432.1436395373803,-256.4656202334036,-362.63792187248276,-398.1790937532741
734,-266.36052983300453,-620.3359874057256,-449.02461901426705,-406.8619909579589,-596.8175516821626,-488.7802790386793,-431.7251602976261,-255.81569180047325,-364.88098323988345,-397.979564705088
735,-264.7204663180858,-621.9402460541891,-449.2587145859068,-403.4716919640411,-598.9490897681821,-489.81034509186213,-431.6302090189757,-253.26651200763303,-367.1341968139764,-397.58016501504886
736,-263.88286769546346,-621.8967484558171,-448.97840215438265,-402.2265763082282,-602.6165578772279,-491.6214087162731,-432.0202896837936,-251.55150083623985,-369.9046974120573,-396.5306713940269
737,-263.44870562577404,-622.3906454332235,-448.7900960318209,-398.4483886139517,-605.2649812081553,-492.6638534055287,-432.8463348700723,-250.48014010914721,-372.9437324953641,-394.85755353319183
738,-262.91242605849845,-622.4353373573242,-449.03965479508247,-396.29603505672605,-608.6126659259694,-493.60661885236397,-433.09348674879743,-249.23875848805426,-375.45388008912226,-392.9269521796997
739,-262.5916631815338,-621.6457360166218,-448.95069870272164,-393.45662566147286,-611.5414213158888,-493.80098261421585,-436.27325198962,-249.8673512682451,-376.85947376469977,-389.9359191674154
740,-261.99041614388443,-622.0109471642397,-450.56745051164194,-390.5061073254466,-614.0740794932673,-496.40868954264266,-439.1898205602521,-252.90493699238772,-377.6609072338635,-385.4228073734389
741,-260.1816212669609,-621.6244883916158,-450.52163367552316,-387.8066457411768,-615.6567276166943,-500.47435880956243,-442.2844846737838,-257.0368119563998,-377.459211664997,-381.4696665195138
742,-258.90797777254653,-621.2434886210509,-449.27367558230515,-385.05710017170253,-616.81220586465,-503.5768543038861,-444.8323415912851,-259.8599999633307,-376.654296262468,-376.7005879419812
743,-257.1738823336908,-618.7541868142114,-448.19448529167676,-382.9729207829459,-616.5747612114903,-506.3292642144213,-448.22342859579146,-263.31225264076437,-375.3650176977353,-371.97202470199994
744,-254.27481004783814,-617.0374985085002,-447.3879501963719,-380.36601024871675,-616.4944993042254,-508.69712641680405,-451.59321493079455,-267.34925494906196,-374.6460183301886,-367.08219466445405
745,-252.04988747075836,-614.2171914139826,-447.7060046308035,-378.88012907094185,-616.3351054926802,-509.99406375481254,-453.8108330480104,-271.8420580337461,-374.89903143688497,-362.46600368590157
746,-249.20406578621407,-610.4053588762426,-448.15470892272214,-375.7805923826902,-616.1461412768612,-511.02546601464223,-456.14633982444417,-275.9369189838127,-373.7882945088417,-358.46288274184445
747,-246.1188313476524,-607.1500580465876,-447.48036568256543,-373.39299419654355,-616.8256943147725,-511.492192500374,-458.0741088177482,-280.16694368478926,-373.65664224605064,-355.1821358571818
748,-242.6273594412579,-603.7160732676213,-447.38754640183976,-372.23831020718325,-617.0081176600511,-511.53593692350853,-460.2881359671814,-286.01339436200453,-373.9259424532694,-352.0176297982969
749,-238.6163893811969,-600.3810394538126,-447.9955378818385,-370.2530236595311,-617.3856620424588,-511.5554408656495,-463.3188661625072,-290.8484859979179,-374.9826783002525,-348.8916212721931
750,-233.59904619743196,-596.78874212391,-450.0011859481433,-367.7346735809272,-617.2348630605878,-510.5795761234805,-466.70469156793723,-295.9795675738748,-378.15042990182576,-346.0106384602466
751,-228.6563761275139,-593.3066102726319,-451.4579048973682,-366.0157143967785,-617.112568868374,-509.3726122441982,-469.8893948263634,-302.3317712328111,-382.5932027996473,-343.64010684520053
752,-223.3850236248414,-590.68772303585,-453.68830788982746,-365.2434259065618,-616.3564526313212,-508.40304474515403,-473.4458347832811,-309.09330929627544,-387.1878437720244,-342.24733175835365
753,-218.5569069445801,-588.6780456394421,-455.9789639387951,-364.6514695601742,-615.0021355960578,-508.2350873000542,-477.29654152789385,-316.6783807502927,-390.76072616748917,-340.4166761950286
754,-213.4728117593858,-588.1405278117179,-457.02089357163845,-364.6968533635997,-612.7728187886052,-508.10474864969024,-481.7725391009826,-323.80228970346184,-395.0123622428857,-337.969008746182
755,-209.091217870709,-587.7632711049995,-459.5506632010546,-364.4212789467227,-611.7182701198544,-508.70384609854,-485.2287886265635,-330.26803033329463,-399.70053779669695,-336.91688858021143
756,-205.61894546526509,-588.3270547436075,-462.26393092267483,-365.6517900419623,-611.568128060508,-509.32056378811296,-487.9033125840113,-337.43171941465766,-403.0185978402681,-335.22697500064544
757,-201.75612039909976,-588.061290863469,-464.3081146284944,-366.7205078902363,-610.334521579606,-509.57943258206353,-489.26542679777873,-342.4752904637754,-406.6910783245443,-333.12839219754045
758,-198.33481651026923,-587.3696119256316,-466.4447216713286,-368.6986556571011,-608.2495871157047,-508.7342115613311,-489.5442235609696,-344.99431259569315,-409.9312695935542,-330.3736378885334
759,-196.03637463956508,-586.6485167207737,-468.3832244642876,-370.1702608866137,-606.6282964270252,-509.10600751887034,-490.24237439266705,-347.0022907747862,-412.58822797070343,-326.20834470657184
760,-192.974129515285,-586.6368236778363,-470.3149457950442,-371.14410405524865,-605.0810382340311,-510.66873376218064,-490.4123348192391,-348.4376313729639,-415.88244479858764,-322.662704716205
761,-190.52509766971403,-587.6150520151879,-471.20936084980644,-371.2745093112611,-603.9233323003949,-511.00361760112384,-490.863000186122,-347.3289697901296,-420.74479789574906,-319.30234871653
762,-189.20841613463818,-589.0638791499699,-473.516802073814,-371.8035359477982,-603.0663499445313,-511.2786036658104,-491.12486508200595,-344.52676549399575,-425.6710806085823,-315.0543489714629
763,-189.13217135382416,-590.2776648774905,-476.57296441201595,-373.12357732571365,-603.1720416369286,-511.7144344999167,-491.2727857312741,-340.9402523775653,-430.0448776209588,-310.6124229836724
764,-189.8782474474565,-590.647032640893,-479.9491458498072,-373.50225404038684,-603.1901686636406,-514.1363175715461,-491.34999276552526,-336.1764662805092,-433.3878254101293,-305.67527313563147
765,-191.41417019765882,-591.0208391594501,-481.55240891964286,-374.3718336634424,-603.6453187973436,-517.8488407437133,-491.49580518071633,-330.3608174529735,-436.85920831955536,-299.8824865232618
766,-193.1136917405967,-591.6287719199547,-482.37604835375953,-376.7938819985295,-603.6382854434369,-521.2615258205194,-490.1410564585583,-325.2535421283968,-439.8799414454246,-295.1793770308165
767,-194.51389794359716,-592.6815882468017,-484.1712460633385,-377.4414855257904,-603.5733473721318,-525.6976608707088,-488.53897348604954,-319.4021515461485,-441.9063322272448,-289.8532036323629
768,-195.76115778159857,-594.389939816781,-486.28356036654543,-379.96865563906636,-605.5477670941727,-530.1570866954736,-486.4911372640155,-314.22201961684186,-442.37550733620907,-285.7848074577457
769,-195.62386989405772,-595.4616765223326,-487.494311484038,-380.8764695107445,-607.0664021499575,-534.7307632534073,-486.2485740182117,-310.0567082174155,-441.65491097908443,-281.2662430448009
770,-195.19795338607,-596.8903626084858,-488.65263972904216,-383.10953386739584,-609.3458852795253,-540.057094258771,-485.7356873034104,-306.54532483069073,-440.62967710292435,-277.6797213732065
771,-195.16505928378126,-596.7395538147136,-489.17263763673895,-385.672030170094,-611.5477956299798,-544.9515904203469,-485.1290737624109,-303.1132549214581,-439.2369473978688,-275.05056475175957
772,-195.29204754943092,-596.998340755845,-489.8443471921071,-388.1000760605258,-614.7981299053738,-548.4801382149965,-485.2124514252052,-298.3064065143993,-437.1910477808516,-271.7581446044047
773,-195.27174683588854,-595.2332865510518,-489.87731933389455,-391.59517214431,-617.8023765421271,-551.1371100262443,-485.4294627093646,-295.16458473588943,-436.33334624199443,-270.465299943402
774,-194.97113253214678,-593.8091761194473,-490.7119753761102,-394.00747660383695,-621.9157502139664,-553.7034755390661,-486.74935277415506,-293.54096731941206,-434.6036246582816,-269.04129151895745
775,-194.82714135708449,-590.6437926893534,-490.85966709685067,-396.13741332669633,-625.4055119938482,-555.0212661762289,-488.3530036415019,-291.5733120034255,-433.17806510982996,-267.44986975288083
776,-193.84193895250365,-587.7783081972509,-488.9582201499102,-397.8507332378599,-629.6983613273331,-557.0554748089222,-491.1691012001273,-290.9039732422109,-431.83541454088544,-266.80036615066155
777,-193.60014085315913,-586.4765623519,-488.5243489531656,-400.0459885668511,-634.0148035972582,-558.4217245658504,-493.7982794898845,-290.58613464493783,-432.12595461061863,-266.02102066858816
778,-193.22356474321933,-584.1389743722632,-486.7283139713668,-401.8440940181366,-636.5531276890686,-558.8841304212605,-495.0369937865347,-291.03526890800697,-432.7558585570125,-265.43616587671784
779,-191.37251207980995,-580.038829392608,-484.7510858521829,-405.02402800334795,-637.5586716429191,-559.0439939958144,-496.644823112565,-291.3185301030467,-434.361872768471,-265.96912468587874
780,-190.19706262850227,-575.905973300167,-483.0240081644672,-406.95384259402925,-638.3475311646149,-558.2636430583209,-498.21664992414406,-292.4406000887129,-436.1871274496674,-267.38251749671514
781,-187.8262491135655,-573.839176125068,-480.1786677267488,-409.0162878293349,-639.0267916336942,-557.3557018766552,-499.15112325950986,-294.09835417945936,-438.1402898909969,-269.09905767462595
782,-187.01913146211746,-572.5619967042123,-477.68987999469584,-410.39177217018613,-639.3641881822278,-557.0048625748559,-499.8561298300871,-295.46818670595087,-438.5116991077597,-270.8985434534848
783,-185.704892044179,-571.6508109847541,-475.29000271897263,-411.19980926598737,-639.819180490841,-556.0640502065397,-500.0700559781118,-297.7675865183746,-439.63547349752713,-272.3768634862704
784,-183.66570429260824,-570.4418359188361,-472.86756500258116,-411.6183908871988,-639.5419325235833,-553.7352088006286,-500.14172531936356,-299.98750432454534,-440.6264243886748,-274.0493357451419
785,-181.5530245088794,-568.8105550662698,-471.1874857015954,-411.59436004472263,-639.5595345369197,-551.7591218963561,-499.47421698669666,-302.2057255672405,-440.642796923816,-277.3595406913608
786,-180.495063742818,-567.537152488525,-471.0680993243224,-410.79761932197647,-639.599272039785,-548.4710820029251,-496.875468325107,-304.1069852009666,-440.1764999022495,-279.66443064347106
787,-179.06537377676406,-565.3121069568044,-471.17051317291333,-410.27664511656036,-638.6913746528415,-544.7822002424733,-493.37613194269727,-305.3820958807665,-440.74040711178196,-282.69000623892543
